Trace,Signal Power (dBm),Noise Floor (dBm),SNR (dB),Edge Frequency Avg (Hz),Condition
Trace_067.csv,-85.16168675,-96.39107345,11.2293867,467557999.7,Clear
Trace_068.csv,-85.08028523,-96.25378531,11.17350008,467557999.7,Clear
Trace_069.csv,-85.50880795,-96.65813559,11.14932765,467557999.7,Clear
Trace_070.csv,-85.3945812,-96.48751412,11.09293293,467566459.9,Clear
Trace_071.csv,-85.45996516,-96.66237288,11.20240772,467566459.9,Clear
Trace_072.csv,-85.3209772,-96.61276836,11.29179116,467566459.9,Clear
Trace_073.csv,-85.54234295,-96.70361582,11.16127287,467566459.9,Clear
Trace_074.csv,-85.3152451,-96.33067797,11.01543287,467557999.7,Clear
Trace_075.csv,-85.34418251,-96.62887006,11.28468755,467557999.7,Clear
Trace_076.csv,-85.80005102,-96.70581921,10.90576819,467557999.7,Clear
Trace_077.csv,-85.85401681,-96.67677966,10.82276285,467562229.8,Clear
Trace_078.csv,-85.34842803,-96.46372881,11.11530078,467566459.9,Clear
Trace_079.csv,-85.92807131,-96.85338983,10.92531852,467566459.9,Clear
Trace_080.csv,-85.46478336,-96.57135593,11.10657257,467566459.9,Clear
Trace_081.csv,-85.33641815,-96.70225989,11.36584173,467557999.7,Clear
Trace_082.csv,-84.72185393,-96.31819209,11.59633816,467566459.9,Clear
Trace_083.csv,-84.89408293,-96.59864407,11.70456113,467566459.9,Clear
Trace_084.csv,-85.00768254,-96.65587571,11.64819317,467557999.7,Clear
Trace_085.csv,-84.4647138,-96.02050847,11.55579467,467566459.9,Clear
Trace_086.csv,-84.48093645,-96.43485876,11.9539223,467566459.9,Clear
Trace_087.csv,-85.10622735,-96.52649718,11.42026983,467562229.8,Clear
Trace_088.csv,-85.08165275,-96.51022599,11.42857323,467566459.9,Clear
Trace_089.csv,-85.40685619,-96.5039548,11.09709861,467562229.8,Clear
Trace_090.csv,-84.82742373,-96.24050847,11.41308475,467557999.7,Clear
Trace_091.csv,-85.33543189,-96.32429379,10.98886189,467557999.7,Clear
Trace_092.csv,-85.56335505,-96.67779661,11.11444156,467566459.9,Clear
Trace_093.csv,-85.07013491,-96.13248588,11.06235097,467557999.7,Clear
Trace_094.csv,-85.56691667,-96.52112994,10.95421328,467566459.9,Clear
Trace_095.csv,-84.74545145,-96.2740113,11.52855985,467566459.9,Clear
Trace_096.csv,-84.94696398,-96.23836158,11.2913976,467557999.7,Clear
Trace_097.csv,-84.70246528,-96.31531073,11.61284546,467562229.8,Clear
Trace_098.csv,-85.11790083,-96.40915254,11.29125172,467562229.8,Clear
Trace_099.csv,-85.22379249,-96.42457627,11.20078378,467557999.7,Clear
Trace_100.csv,-85.6634331,-96.48124294,10.81780984,467566459.9,Clear
Trace_001.csv,-65.13544146,-74.53033898,9.394897524,467562229.8,SingleTone
Trace_002.csv,-75.10340269,-89.57412429,14.4707216,467566459.9,SingleTone
Trace_003.csv,-74.67253433,-89.32870056,14.65616623,467557999.7,SingleTone
Trace_004.csv,-74.85783191,-89.57694915,14.71911724,467557999.7,SingleTone
Trace_005.csv,-74.82734793,-89.53050847,14.70316054,467574920.1,SingleTone
Trace_006.csv,-75.00409478,-89.64367232,14.63957754,467557999.7,SingleTone
Trace_007.csv,-74.77237981,-89.42175141,14.6493716,467566459.9,SingleTone
Trace_008.csv,-74.75212714,-89.52163842,14.76951128,467549539.4,SingleTone
Trace_009.csv,-75.1648038,-89.6420904,14.47728659,467553769.5,SingleTone
Trace_010.csv,-75.46474874,-90.35932203,14.89457329,467566459.9,SingleTone
Trace_011.csv,-75.36871173,-90.16129944,14.7925877,467557999.7,SingleTone
Trace_012.csv,-75.69674534,-90.3280226,14.63127726,467557999.7,SingleTone
Trace_013.csv,-75.85131068,-90.64079096,14.78948028,467553769.5,SingleTone
Trace_014.csv,-75.42827798,-90.06231638,14.6340384,467566459.9,SingleTone
Trace_015.csv,-74.96940317,-89.79988701,14.83048384,467562229.8,SingleTone
Trace_016.csv,-74.7618946,-89.45694915,14.69505455,467557999.7,SingleTone
Trace_017.csv,-74.81304774,-89.89299435,15.07994661,467553769.5,SingleTone
Trace_018.csv,-74.28335917,-89.19514124,14.91178207,467570690,SingleTone
Trace_019.csv,-74.86831923,-89.46265537,14.59433614,467566459.9,SingleTone
Trace_020.csv,-74.67633209,-89.50316384,14.82683175,467566459.9,SingleTone
Trace_021.csv,-74.61409877,-89.46480226,14.85070349,467562229.8,SingleTone
Trace_022.csv,-75.50769231,-90.54785311,15.0401608,467562229.8,SingleTone
Trace_023.csv,-74.83260173,-89.6180791,14.78547737,467566459.9,SingleTone
Trace_024.csv,-74.7721787,-89.51135593,14.73917723,467570690,SingleTone
Trace_025.csv,-75.16774473,-90.17028249,15.00253775,467570690,SingleTone
Trace_026.csv,-74.68579657,-89.54615819,14.86036162,467557999.7,SingleTone
Trace_027.csv,-74.83311558,-89.93350282,15.10038725,467557999.7,SingleTone
Trace_028.csv,-74.76290086,-89.67028249,14.90738163,467557999.7,SingleTone
Trace_029.csv,-74.80149254,-89.9560452,15.15455266,467553769.5,SingleTone
Trace_030.csv,-74.8430875,-89.73118644,14.88809894,467566459.9,SingleTone
Trace_031.csv,-75.469022,-90.14073446,14.67171246,467562229.8,SingleTone
Trace_032.csv,-75.20452088,-89.86141243,14.65689154,467562229.8,SingleTone
Trace_033.csv,-75.35568209,-90.40491525,15.04923317,467562229.8,SingleTone
Trace_034.csv,-74.63843403,-89.54384181,14.90540778,467570690,SingleTone
Trace_035.csv,-74.95,-89.75915254,14.80915254,467566459.9,SingleTone
Trace_036.csv,-74.79139506,-89.45762712,14.66623206,467553769.5,SingleTone
Trace_037.csv,-75.318,-89.81954802,14.50154802,467570690,SingleTone
Trace_038.csv,-75.86023058,-90.14429379,14.2840632,467579150.3,SingleTone
Trace_039.csv,-75.13612091,-89.89225989,14.75613898,467570690,SingleTone
Trace_040.csv,-75.82166468,-90.45666667,14.63500198,467562229.8,SingleTone
Trace_041.csv,-75.21941323,-89.92028249,14.70086925,467541079.2,SingleTone
Trace_042.csv,-75.97570431,-90.33966102,14.36395671,467553769.5,SingleTone
Trace_043.csv,-75.89588381,-90.40610169,14.51021789,467566459.9,SingleTone
Trace_044.csv,-75.64264531,-90.52920904,14.88656373,467579150.3,SingleTone
Trace_045.csv,-75.66607702,-90.48107345,14.81499643,467570690,SingleTone
Trace_046.csv,-75.82029126,-90.51338983,14.69309857,467545309.3,SingleTone
Trace_047.csv,-75.42171429,-90.16067797,14.73896368,467574920.1,SingleTone
Trace_048.csv,-75.61952736,-90.25468927,14.6351619,467562229.8,SingleTone
Trace_049.csv,-75.6257602,-90.63011299,15.0043528,467549539.4,SingleTone
Trace_050.csv,-75.42825123,-90.33932203,14.9110708,467566459.9,SingleTone
Trace_051.csv,-75.08337531,-89.92175141,14.8383761,467579150.3,SingleTone
Trace_052.csv,-75.47525215,-90.38751412,14.91226197,467557999.7,SingleTone
Trace_053.csv,-75.47108273,-90.16361582,14.69253309,467557999.7,SingleTone
Trace_054.csv,-75.50906289,-90.12389831,14.61483542,467553769.5,SingleTone
Trace_055.csv,-75.632442,-90.30881356,14.67637156,467566459.9,SingleTone
Trace_056.csv,-75.88761446,-90.35932203,14.47170758,467545309.3,SingleTone
Trace_057.csv,-75.35059418,-89.97514124,14.62454706,467566459.9,SingleTone
Trace_058.csv,-75.81219194,-90.52655367,14.71436173,467553769.5,SingleTone
Trace_059.csv,-75.69245783,-90.43468927,14.74223143,467553769.5,SingleTone
Trace_060.csv,-75.62087805,-90.33316384,14.71228579,467553769.5,SingleTone
Trace_061.csv,-75.67811721,-90.66666667,14.98854946,467549539.4,SingleTone
Trace_062.csv,-75.77329177,-90.58875706,14.81546529,467566459.9,SingleTone
Trace_063.csv,-76.1093149,-90.59531073,14.48599583,467566459.9,SingleTone
Trace_064.csv,-75.99477791,-90.57785311,14.5830752,467545309.3,SingleTone
Trace_065.csv,-75.51729936,-89.90254237,14.38524301,467562229.8,SingleTone
Trace_066.csv,-76.04916153,-90.5619209,14.51275937,467566459.9,SingleTone
Trace_067.csv,-75.34184906,-90.24779661,14.90594755,467562229.8,SingleTone
Trace_068.csv,-75.5677551,-90.22242938,14.65467428,467566459.9,SingleTone
Trace_069.csv,-75.91157303,-90.39706215,14.48548911,467553769.5,SingleTone
Trace_070.csv,-75.68992823,-90.32225989,14.63233166,467566459.9,SingleTone
Trace_071.csv,-75.08223899,-89.59954802,14.51730903,467570690,SingleTone
Trace_072.csv,-75.27818528,-89.90322034,14.62503506,467562229.8,SingleTone
Trace_073.csv,-75.45473292,-90.04655367,14.59182075,467562229.8,SingleTone
Trace_074.csv,-75.59914561,-90.68129944,15.08215383,467566459.9,SingleTone
Trace_075.csv,-76.31610599,-91.3480791,15.03197311,467566459.9,SingleTone
Trace_076.csv,-75.59256595,-90.50621469,14.91364874,467562229.8,SingleTone
Trace_077.csv,-75.57847932,-90.50305085,14.92457153,467562229.8,SingleTone
Trace_078.csv,-75.26754386,-90.00881356,14.7412697,467574920.2,SingleTone
Trace_079.csv,-75.06564394,-90.22011299,15.15446905,467574920.1,SingleTone
Trace_080.csv,-75.26440594,-90.01435028,14.74994434,467562229.8,SingleTone
Trace_081.csv,-75.78243013,-90.52112994,14.73869981,467562229.8,SingleTone
Trace_082.csv,-75.77872549,-90.16689266,14.38816717,467557999.7,SingleTone
Trace_083.csv,-75.73815476,-90.35706215,14.61890738,467562229.8,SingleTone
Trace_084.csv,-75.70748804,-90.09333333,14.3858453,467557999.7,SingleTone
Trace_085.csv,-75.16002535,-89.73259887,14.57257352,467562229.8,SingleTone
Trace_086.csv,-75.37896296,-90.12723164,14.74826868,467574920.2,SingleTone
Trace_087.csv,-75.18450932,-89.68553672,14.50102741,467574920.2,SingleTone
Trace_088.csv,-75.45150966,-89.6940113,14.24250164,467562229.8,SingleTone
Trace_089.csv,-75.13829238,-89.79220339,14.65391101,467553769.5,SingleTone
Trace_090.csv,-75.13172903,-89.85542373,14.7236947,467562229.8,SingleTone
Trace_091.csv,-75.55588942,-90.19316384,14.63727442,467566459.9,SingleTone
Trace_092.csv,-75.35352723,-89.88299435,14.52946712,467562229.8,SingleTone
Trace_093.csv,-75.43258344,-90.12440678,14.69182334,467566459.9,SingleTone
Trace_094.csv,-75.44406326,-89.95327684,14.50921358,467557999.7,SingleTone
Trace_095.csv,-75.26537594,-89.94333333,14.67795739,467557999.7,SingleTone
Trace_096.csv,-75.46878077,-90.11830508,14.64952431,467557999.7,SingleTone
Trace_097.csv,-75.2462142,-89.94175141,14.69553722,467562229.8,SingleTone
Trace_098.csv,-74.97578745,-89.99559322,15.01980577,467566459.9,SingleTone
Trace_099.csv,-75.01603985,-89.76971751,14.75367766,467566459.9,SingleTone
Trace_100.csv,-75.5324878,-90.18915254,14.65666474,467557999.7,SingleTone
Trace_001.csv,-71.68418519,-84.25435028,12.5701651,467557999.7,Sweep
Trace_002.csv,-79.30374522,-91.78706215,12.48331692,467562229.8,Sweep
Trace_003.csv,-79.85275441,-91.96576271,12.1130083,467557999.7,Sweep
Trace_004.csv,-79.23043593,-91.71892655,12.48849062,467562229.8,Sweep
Trace_005.csv,-79.65288564,-92.04983051,12.39694487,467562229.8,Sweep
Trace_006.csv,-80.20371812,-92.29333333,12.08961521,467557999.7,Sweep
Trace_007.csv,-79.71206037,-92.3040678,12.59200743,467566459.9,Sweep
Trace_008.csv,-80.14332915,-92.51180791,12.36847876,467562229.8,Sweep
Trace_009.csv,-80.15479784,-92.22734463,12.07254679,467557999.7,Sweep
Trace_010.csv,-80.02953668,-92.47231638,12.4427797,467562229.8,Sweep
Trace_011.csv,-79.73904074,-92.30937853,12.5703378,467562229.8,Sweep
Trace_012.csv,-80.25417772,-92.83033898,12.57616126,467562229.8,Sweep
Trace_013.csv,-79.76263979,-92.51220339,12.7495636,467562229.8,Sweep
Trace_014.csv,-79.68272127,-92.27932203,12.59660077,467562229.8,Sweep
Trace_015.csv,-80.21328418,-92.34983051,12.13654633,467536849.1,Sweep
Trace_016.csv,-79.05503448,-91.9380226,12.88298812,467553769.5,Sweep
Trace_017.csv,-80.21330882,-93.01112994,12.79782112,467545309.3,Sweep
Trace_018.csv,-80.15494723,-92.37881356,12.22386633,467562229.8,Sweep
Trace_019.csv,-79.45635188,-92.04824859,12.59189671,467557999.7,Sweep
Trace_020.csv,-79.93890566,-92.51706215,12.57815649,467541079.2,Sweep
Trace_021.csv,-80.0137234,-92.37881356,12.36509016,467562229.8,Sweep
Trace_022.csv,-79.16243421,-92.11762712,12.95519291,467549539.4,Sweep
Trace_023.csv,-79.64409608,-92.15717514,12.51307906,467583380.4,Sweep
Trace_024.csv,-79.91854908,-92.29107345,12.37252437,467557999.7,Sweep
Trace_025.csv,-79.89591384,-92.44146893,12.54555509,467566459.9,Sweep
Trace_026.csv,-79.91337766,-92.16757062,12.25419296,467566459.9,Sweep
Trace_027.csv,-80.05970954,-92.16440678,12.10469724,467541079.2,Sweep
Trace_028.csv,-79.63317232,-92.01135593,12.37818361,467557999.7,Sweep
Trace_029.csv,-80.11023622,-92.74841808,12.63818186,467557999.7,Sweep
Trace_030.csv,-80.17446112,-92.46412429,12.28966318,467549539.4,Sweep
Trace_031.csv,-79.59116711,-92.38186441,12.7906973,467562229.8,Sweep
Trace_032.csv,-79.87423664,-92.33937853,12.46514189,467557999.7,Sweep
Trace_033.csv,-80.54355316,-92.70310734,12.15955418,467562229.8,Sweep
Trace_034.csv,-79.82521682,-92.2379096,12.41269278,467553769.5,Sweep
Trace_035.csv,-80.36707965,-92.69581921,12.32873956,467570690,Sweep
Trace_036.csv,-80.52907008,-92.84039548,12.3113254,467557999.7,Sweep
Trace_037.csv,-79.44753662,-92.10943503,12.66189841,467562229.8,Sweep
Trace_038.csv,-80.15592641,-92.52581921,12.3698928,467566459.9,Sweep
Trace_039.csv,-80.47939948,-92.49276836,12.01336888,467562229.8,Sweep
Trace_040.csv,-79.1744542,-91.96028249,12.78582828,467566459.9,Sweep
Trace_041.csv,-79.44831824,-92.22621469,12.77789645,467557999.7,Sweep
Trace_042.csv,-80.36392857,-92.87152542,12.50759685,467570690,Sweep
Trace_043.csv,-80.06996169,-92.63768362,12.56772193,467574920.2,Sweep
Trace_044.csv,-79.83864721,-92.5900565,12.75140928,467562229.8,Sweep
Trace_045.csv,-80.14835724,-92.7100565,12.56169926,467570690,Sweep
Trace_046.csv,-79.95570876,-92.67288136,12.71717259,467562229.8,Sweep
Trace_047.csv,-79.59479791,-92.15485876,12.56006084,467562229.8,Sweep
Trace_048.csv,-80.04643939,-92.61932203,12.57288264,467553769.5,Sweep
Trace_049.csv,-79.8663602,-92.44276836,12.57640816,467566459.9,Sweep
Trace_050.csv,-79.60304293,-92.35909605,12.75605312,467553769.5,Sweep
Trace_051.csv,-79.93450128,-92.58983051,12.65532923,467553769.5,Sweep
Trace_052.csv,-79.56124834,-92.16627119,12.60502285,467557999.7,Sweep
Trace_053.csv,-80.21579821,-92.9980226,12.78222439,467557999.7,Sweep
Trace_054.csv,-79.52438144,-92.17067797,12.64629652,467557999.7,Sweep
Trace_055.csv,-79.86134048,-92.22988701,12.36854652,467583380.4,Sweep
Trace_056.csv,-80.08469471,-92.78146893,12.69677422,467557999.7,Sweep
Trace_057.csv,-80.0431117,-92.57745763,12.53434592,467541079.2,Sweep
Trace_058.csv,-79.80338139,-92.61175141,12.80837002,467570690,Sweep
Trace_059.csv,-79.77912429,-92.11180791,12.33268362,467566459.9,Sweep
Trace_060.csv,-79.53494208,-92.25435028,12.7194082,467579150.3,Sweep
Trace_061.csv,-79.84263852,-92.35858757,12.51594905,467574920.2,Sweep
Trace_062.csv,-80.35587106,-92.32610169,11.97023064,467570690,Sweep
Trace_063.csv,-79.66197368,-92.25649718,12.59452349,467570690,Sweep
Trace_064.csv,-80.14954486,-92.35966102,12.21011615,467562229.8,Sweep
Trace_065.csv,-79.82081411,-92.26836158,12.44754747,467562229.8,Sweep
Trace_066.csv,-79.99671937,-92.29813559,12.30141623,467562229.8,Sweep
Trace_067.csv,-80.14549148,-92.87514124,12.72964976,467562229.8,Sweep
Trace_068.csv,-80.34616231,-92.72932203,12.38315972,467557999.7,Sweep
Trace_069.csv,-80.14301587,-92.80819209,12.66517622,467557999.7,Sweep
Trace_070.csv,-80.24896239,-92.37096045,12.12199807,467574920.1,Sweep
Trace_071.csv,-79.6628,-92.55050847,12.88770847,467583380.4,Sweep
Trace_072.csv,-79.30555699,-91.96129944,12.65574244,467549539.5,Sweep
Trace_073.csv,-79.53677557,-91.58751412,12.05073856,467557999.7,Sweep
Trace_074.csv,-79.13965147,-91.85175141,12.71209994,467562229.8,Sweep
Trace_075.csv,-79.98753846,-92.16937853,12.18184007,467562229.8,Sweep
Trace_076.csv,-80.53899235,-92.44039548,11.90140313,467566459.9,Sweep
Trace_077.csv,-79.03449294,-91.95457627,12.92008333,467549539.4,Sweep
Trace_078.csv,-79.86845956,-92.24429379,12.37583422,467557999.7,Sweep
Trace_079.csv,-79.93803279,-92.02135593,12.08332315,467566459.9,Sweep
Trace_080.csv,-79.5514974,-92.32429379,12.77279639,467557999.7,Sweep
Trace_081.csv,-79.65119537,-92.29892655,12.64773118,467557999.7,Sweep
Trace_082.csv,-79.68334615,-92.17,12.48665385,467574920.1,Sweep
Trace_083.csv,-80.02629776,-92.59728814,12.57099038,467562229.8,Sweep
Trace_084.csv,-80.37958763,-92.68271186,12.30312424,467557999.7,Sweep
Trace_085.csv,-79.56523388,-92.50723164,12.94199776,467553769.5,Sweep
Trace_086.csv,-80.06847291,-92.71841808,12.64994517,467566459.9,Sweep
Trace_087.csv,-80.39930943,-92.73186441,12.33255498,467562229.8,Sweep
Trace_088.csv,-80.56068543,-93.16700565,12.60632022,467553769.5,Sweep
Trace_089.csv,-79.23635877,-91.6659322,12.42957343,467562229.8,Sweep
Trace_090.csv,-80.36164474,-92.68638418,12.32473944,467553769.5,Sweep
Trace_091.csv,-79.54565684,-92.18361582,12.63795898,467574920.1,Sweep
Trace_092.csv,-80.28112091,-92.97480226,12.69368135,467541079.2,Sweep
Trace_093.csv,-79.46073333,-92.01225989,12.55152655,467557999.7,Sweep
Trace_094.csv,-80.27163934,-92.66135593,12.38971659,467557999.7,Sweep
Trace_095.csv,-79.6878025,-92.20033898,12.51253648,467557999.7,Sweep
Trace_096.csv,-79.06593516,-91.77666667,12.7107315,467562229.8,Sweep
Trace_097.csv,-80.16211842,-92.91158192,12.7494635,467562229.8,Sweep
Trace_098.csv,-80.42049333,-92.83389831,12.41340497,467570690,Sweep
Trace_099.csv,-79.85574074,-92.41135593,12.55561519,467562229.8,Sweep
Trace_100.csv,-79.71361702,-92.22067797,12.50706094,467541079.2,Sweep
Trace_001.csv,-63.92088123,-75.12033898,11.19945776,467557999.7,Gaussian
Trace_002.csv,-78.20223922,-95.17186441,16.96962519,467574920.1,Gaussian
Trace_003.csv,-77.18246299,-95.60418079,18.4217178,467562229.8,Gaussian
Trace_004.csv,-77.47284182,-95.65542373,18.18258191,467587610.5,Gaussian
Trace_005.csv,-77.07939891,-95.36700565,18.28760674,467570690,Gaussian
Trace_006.csv,-76.11241473,-95.27559322,19.16317849,467566459.9,Gaussian
Trace_007.csv,-76.6004717,-95.40813559,18.8076639,467557999.7,Gaussian
Trace_008.csv,-77.02921303,-95.59531073,18.56609771,467562229.8,Gaussian
Trace_009.csv,-76.73925197,-95.65830508,18.91905312,467545309.3,Gaussian
Trace_010.csv,-77.00271117,-95.63242938,18.62971821,467536849.1,Gaussian
Trace_011.csv,-77.34841446,-95.72327684,18.37486237,467562229.8,Gaussian
Trace_012.csv,-77.74186317,-95.72293785,17.98107468,467562229.8,Gaussian
Trace_013.csv,-78.02345021,-95.89813559,17.87468538,467557999.7,Gaussian
Trace_014.csv,-76.61451524,-95.16841808,18.55390284,467541079.2,Gaussian
Trace_015.csv,-76.53792453,-95.64248588,19.10456135,467566459.9,Gaussian
Trace_016.csv,-77.8237518,-96.07163842,18.24788661,467562229.8,Gaussian
Trace_017.csv,-77.57870474,-95.7479661,18.16926137,467562229.8,Gaussian
Trace_018.csv,-77.56843882,-95.6700565,18.10161768,467570690,Gaussian
Trace_019.csv,-76.98771552,-95.67734463,18.68962912,467562229.8,Gaussian
Trace_020.csv,-77.96909091,-95.77050847,17.80141757,467562229.8,Gaussian
Trace_021.csv,-77.63066384,-95.39,17.75933616,467557999.7,Gaussian
Trace_022.csv,-77.57092541,-95.90824859,18.33732317,467562229.8,Gaussian
Trace_023.csv,-77.60184286,-95.75412429,18.15228144,467557999.6,Gaussian
Trace_024.csv,-76.95611501,-95.88378531,18.9276703,467570690,Gaussian
Trace_025.csv,-76.72061341,-95.73440678,19.01379337,467562229.8,Gaussian
Trace_026.csv,-77.25308625,-95.60909605,18.35600979,467541079.2,Gaussian
Trace_027.csv,-76.84823934,-95.53090395,18.68266462,467574920.2,Gaussian
Trace_028.csv,-77.67320863,-95.64022599,17.96701736,467562229.8,Gaussian
Trace_029.csv,-77.42638387,-95.68502825,18.25864438,467557999.7,Gaussian
Trace_030.csv,-76.28188187,-95.66084746,19.37896559,467566459.9,Gaussian
Trace_031.csv,-76.53405634,-95.4320904,18.89803406,467557999.7,Gaussian
Trace_032.csv,-76.85893443,-95.62903955,18.77010512,467557999.7,Gaussian
Trace_033.csv,-77.75179124,-95.96508475,18.21329351,467562229.8,Gaussian
Trace_034.csv,-76.8020274,-95.34723164,18.54520424,467553769.5,Gaussian
Trace_035.csv,-77.50415323,-95.82033898,18.31618576,467562229.8,Gaussian
Trace_036.csv,-76.33863506,-95.41903955,19.08040449,467557999.7,Gaussian
Trace_037.csv,-77.66463245,-95.34864407,17.68401161,467579150.3,Gaussian
Trace_038.csv,-77.91822368,-95.94728814,18.02906445,467557999.7,Gaussian
Trace_039.csv,-76.98738956,-95.45350282,18.46611327,467557999.6,Gaussian
Trace_040.csv,-76.42964865,-95.45355932,19.02391067,467562229.8,Gaussian
Trace_041.csv,-77.75691983,-95.80689266,18.04997282,467570690,Gaussian
Trace_042.csv,-78.09465587,-96.04514124,17.95048537,467549539.4,Gaussian
Trace_043.csv,-77.12922302,-95.68491525,18.55569223,467583380.4,Gaussian
Trace_044.csv,-78.05001362,-95.97632768,17.92631406,467570690,Gaussian
Trace_045.csv,-76.40282579,-95.42564972,19.02282393,467557999.7,Gaussian
Trace_046.csv,-76.98396671,-95.78491525,18.80094854,467566459.9,Gaussian
Trace_047.csv,-77.55484722,-95.8439548,18.28910758,467545309.3,Gaussian
